state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation,lat,lng,growth_factor,predicted_load,alert_status,recommendation_engine
Delhi,Najafgarh,Low Load,195,0.0615384615384615,0.9384615384615383,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.51928481554422,77.29086967368852,1.192435844269507,232,Normal,Stable: Monitor weekly.
Delhi,New Delhi,Low Load,688,0.5712209302325582,0.4287790697674418,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.662763184289147,77.2483013801349,1.09744981749936,755,Normal,Stable: Monitor weekly.
Delhi,North Delhi,Low Load,7093,0.3665585788805865,0.6334414211194135,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.81295419362331,77.12680650439466,1.1150799396318536,7909,Normal,Stable: Monitor weekly.
Delhi,North East,Low Load,4659,0.0510839235887529,0.9489160764112472,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.79537968370053,77.25140622452054,1.1992982810236048,5587,Normal,Stable: Monitor weekly.
Delhi,North East Delhi,Medium Load,13731,0.5176607676061467,0.4823392323938533,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.66165612866041,77.0308132646253,1.179926579809443,16201,Normal,Stable: Monitor weekly.
Delhi,North West Delhi,High Load,44989,0.3494632021160728,0.6505367978839272,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",28.767037354225433,77.2231383767765,1.2198446820988356,54879,High Risk,CRITICAL: Deploy 54 additional mobile units.
Delhi,Shahdara,Low Load,992,0.2731854838709677,0.7268145161290323,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.804914053910647,77.21912545954345,1.1815225784600687,1172,Normal,Stable: Monitor weekly.
Delhi,South Delhi,Medium Load,28354,0.4019186005501869,0.5980813994498131,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.674233325925172,77.22713368647,1.1636617206670943,32994,High Risk,CRITICAL: Deploy 32 additional mobile units.
Delhi,South East Delhi,Low Load,59,0.3220338983050847,0.6779661016949152,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.548083622148244,77.11779563918434,1.0687349535656185,63,Normal,Stable: Monitor weekly.
Delhi,South West Delhi,Medium Load,20477,0.4220833129853006,0.5779166870146994,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.502303464199247,77.0298343319601,1.1235431606118866,23006,High Risk,CRITICAL: Deploy 23 additional mobile units.
Delhi,West Delhi,Medium Load,24280,0.3556425041186161,0.6443574958813838,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.64658461394856,77.0584690766437,1.103040473536345,26781,High Risk,CRITICAL: Deploy 26 additional mobile units.
Goa,Bardez,Low Load,10,0.2,0.8,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,15.329093441337971,74.09771162025407,1.0987979286758167,10,Normal,Stable: Monitor weekly.
Goa,North Goa,Medium Load,4689,0.4261036468330134,0.5738963531669866,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,15.279738724524504,74.06750882617487,1.2446021109504892,5835,Normal,Stable: Monitor weekly.
Goa,South Goa,Medium Load,4603,0.4736041711927004,0.5263958288072996,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,15.264650358325866,74.06545392545263,1.128619544933352,5195,Normal,Stable: Monitor weekly.
Goa,Tiswadi,Low Load,2,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,15.204639184753688,74.14068971867628,1.2284093110354226,2,Normal,Stable: Monitor weekly.
Gujarat,Ahmadabad,Medium Load,2879,0.0628690517540812,0.9371309482459188,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.990136313642072,71.7157575224423,1.1762277251994526,3386,Normal,Stable: Monitor weekly.
Gujarat,Ahmedabad,High Load,48493,0.3951291939042748,0.6048708060957252,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",22.08937379272252,70.66105743278861,1.2089622607083297,58626,High Risk,CRITICAL: Deploy 58 additional mobile units.
Gujarat,Amreli,Medium Load,7374,0.4745050176295091,0.5254949823704909,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.848668058116033,71.27395985459935,1.1505274186210384,8483,Normal,Stable: Monitor weekly.
Gujarat,Anand,Medium Load,14195,0.4062698133145473,0.5937301866854526,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.158400261570815,69.10282508954832,1.1653807769252718,16542,High Risk,CRITICAL: Deploy 16 additional mobile units.
Gujarat,Arvalli,Low Load,2705,0.5900184842883549,0.4099815157116451,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.55149044155509,70.66286072265777,1.1485035387637728,3106,Normal,Stable: Monitor weekly.
Gujarat,Banas Kantha,Low Load,136,0.1397058823529411,0.8602941176470589,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.804820235946362,71.54275842460027,1.089048597559609,148,Normal,Stable: Monitor weekly.
Gujarat,Banaskantha,Medium Load,18705,0.4471531676022454,0.5528468323977546,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.397851205598265,71.66478240829116,1.194490423052301,22342,High Risk,CRITICAL: Deploy 22 additional mobile units.
Gujarat,Bharuch,Medium Load,9996,0.4789915966386555,0.5210084033613446,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.415486350785365,72.56713725035081,1.1061544724881711,11057,Normal,Stable: Monitor weekly.
Gujarat,Bhavnagar,Medium Load,18071,0.4323501743124343,0.5676498256875657,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.209741535396574,73.19430426220171,1.0548631932862909,19062,High Risk,CRITICAL: Deploy 19 additional mobile units.
Gujarat,Botad,Low Load,2213,0.6190691369182105,0.3809308630817894,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.13022336377599,69.8514231370076,1.1790944591814336,2609,Normal,Stable: Monitor weekly.
Gujarat,Chhotaudepur,Low Load,3373,0.4633857100504002,0.5366142899495998,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.083276649903826,71.83888874228025,1.0854221358814098,3661,Normal,Stable: Monitor weekly.
